v1,v2,v3,v4,v5,v5a_1,v5a_2,v5a_3,v6,v7,v8,v9,v10_1,v10_2,v10_3,v11_1,v11_2,v11_3,v11_4,v11_5,v11_6,v11_7,v11_8,v12,v13,v14,v15_1,v15_2,v16_1,v16_2,v17,v18,v18a_1,v18a_2,v18a_3,v19_1,v19_2,v19_3,v19_4,v19_5,v20_1,v20_2,v20_3,v21_1,v21_2,v21_3,v22,v22a_1,v22a_2,v22a_3,v23,v24,v24a_1,v24a_2,v24a_3,v25,v26,v26a_1,v26a_2,v26a_3,v27,v28,v28a_1,v28a_2,v28a_3,v29,v30,v30a_1,v30a_2,v30a_3,v32,v32a_1,v32a_2,v32a_3,v33,v34,v34a_1,v34a_2,v34a_3,v35,v36,v36a_1,v36a_2,v36a_3,v37,v38,v38a_1,v38a_2,v38a_3,v39,v40,v41,v42,v43,v44,v45,v46,v47,wei1,wei2
18,880,36,3,1,99,99,99,2,2,99,7,18,99,99,1,2,3,5,8,99,99,99,1,2,2,1,2,2,9,1,1,99,99,99,1,9,9,9,9,1,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,1,2,7,4,1,.7629,.1188
13,622,98,5,4,6,5,99,8,2,99,10,95,99,99,1,2,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,1,2,9,99,99,1,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,2,1,2,8,1,3,2,1,.6791,.5974
18,880,41,2,4,7,99,99,5,2,99,1,2,99,99,8,99,99,99,99,99,99,99,1,8,1,3,9,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,3,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,5,5,1,1,1.06,.165
17,928,47,1,3,7,99,99,2,2,99,10,4,6,2,2,3,5,6,8,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,19,8,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,8,1,1,5,2,2,.9975,1.3066
10,520,23,5,2,99,99,99,2,2,99,7,5,99,99,1,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,2,7,99,2,2,7,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,7,99,99,2,1,9,2,8,5,1,2,2,.7935,1.4707
12,640,43,1,2,99,99,99,3,2,99,4,4,3,99,1,2,3,8,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,1,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,2,5,1,1,.9979,1.1266
17,932,36,3,1,99,99,99,4,2,99,4,8,3,99,2,3,5,99,99,99,99,99,1,2,1,1,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,1,2,97,99,99,1,2,3,99,99,9,9,99,99,99,2,97,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,2,2,1,1,3,1,1,.9741,1.276
4,262,44,1,2,99,99,99,2,1,7,99,18,3,99,1,2,3,6,8,99,99,99,1,1,1,1,2,1,9,1,1,99,99,99,1,9,9,9,9,9,10,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,2,2,3,1,1,1.1386,.7756
17,900,40,2,1,99,99,99,1,2,99,8,3,99,99,1,2,3,5,6,8,99,99,1,1,1,1,2,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,8,9,99,1,2,9,99,99,1,2,9,99,99,1,2,10,9,99,9,9,99,99,99,2,9,99,99,1,2,9,99,99,9,9,99,99,99,1,2,4,99,99,2,2,1,2,1,1,5,1,1,.9809,1.2849
10,500,23,5,4,7,5,99,8,2,99,10,95,99,99,1,2,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,8,99,99,2,2,9,99,99,2,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,4,99,99,2,1,9,2,8,8,1,1,2,.7935,1.4707
18,881,25,5,4,5,99,99,2,1,7,99,5,99,99,2,3,5,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,9,9,99,99,99,1,2,7,99,99,1,2,9,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,2,2,9,99,99,2,1,9,2,2,1,3,1,1,.7919,.1233
4,260,30,4,1,99,99,99,1,2,99,10,3,99,99,1,2,3,7,8,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,1,2,97,99,99,1,2,97,99,99,1,2,9,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,1,2,97,99,99,1,2,9,99,99,2,1,9,2,1,1,3,1,2,.9525,.6488
4,269,30,4,2,99,99,99,2,2,99,4,3,99,99,2,3,5,6,8,99,99,99,1,2,1,1,2,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,9,9,99,99,99,1,2,9,99,99,1,2,9,99,99,9,9,99,99,99,2,9,99,99,1,2,9,99,99,9,9,99,99,99,1,2,4,99,99,2,1,9,2,1,2,5,1,1,1.0524,.7169
17,908,32,4,3,7,99,99,2,1,7,99,3,5,99,2,5,8,99,99,99,99,99,1,1,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,9,9,99,99,99,1,2,9,99,99,9,9,99,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,8,1,1,5,1,1,.8061,1.0559
12,651,27,5,2,99,99,99,2,1,2,99,5,99,99,2,8,99,99,99,99,99,99,1,2,1,3,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,1,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,97,99,99,2,1,9,2,1,2,4,1,1,1.4255,1.6094
4,266,47,1,2,99,99,99,4,1,10,99,6,99,99,1,2,3,5,8,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,6,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,1,1,4,1,1,1.1386,.7756
17,920,42,2,3,95,99,99,2,1,10,99,2,99,99,1,2,3,5,99,99,99,99,1,1,1,1,9,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,1,96,3,2,1,.9809,1.2849
4,265,41,2,1,99,99,99,1,2,99,10,3,5,99,2,3,5,8,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,96,99,99,9,9,99,99,99,1,2,9,99,99,1,2,96,9,99,9,9,99,99,99,2,96,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,2,1,1,5,2,2,.8621,.5873
4,262,31,4,2,99,99,99,1,2,99,4,3,7,99,1,5,8,99,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,2,2,7,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,7,99,99,9,9,99,99,99,9,9,99,99,99,1,2,7,99,99,2,1,9,2,2,3,3,3,2,.9525,.6488
10,508,46,1,2,99,99,99,2,2,99,95,3,99,99,2,3,5,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,1,99,99,9,9,99,99,99,1,2,9,99,99,1,2,9,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,2,1,3,4,1,2,.8218,1.5231
12,630,42,2,2,99,99,99,2,2,99,8,95,99,99,2,5,6,7,8,99,99,99,1,1,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,1,2,3,1,1,.9212,1.04
13,622,98,1,2,99,99,99,2,1,7,99,95,99,99,2,4,5,6,99,99,99,99,1,1,1,1,2,2,9,1,1,99,99,99,2,9,9,9,9,9,1,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,5,1,2,1.1462,1.0083
13,614,24,5,4,96,99,99,4,2,99,7,95,99,99,2,8,99,99,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,13,7,99,9,9,99,99,99,1,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,7,99,99,2,2,2,2,2,1,4,2,1,.6791,.5974
12,652,38,2,2,99,99,99,1,2,99,7,5,99,99,1,2,3,99,99,99,99,99,1,2,1,3,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,1,2,3,99,99,1,1,99,99,99,2,2,9,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,1,9,1,2,1,6,2,1,.9212,1.04
17,909,41,2,2,99,99,99,2,1,6,99,3,99,99,2,5,6,8,99,99,99,99,1,2,1,1,9,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,1,1,3,1,1,.9809,1.2849
4,260,43,1,1,99,99,99,1,1,6,99,95,99,99,2,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,12,99,99,9,9,99,99,99,1,2,7,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,1,2,8,1,1,1,2,1.0305,.702
4,266,33,3,1,99,99,99,2,1,7,99,3,17,99,1,2,8,99,99,99,99,99,1,2,1,1,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,1,2,97,99,99,1,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,2,1,1,3,1,1,1.0766,.7334
13,604,41,2,2,99,99,99,2,2,99,6,17,99,99,1,2,3,5,8,99,99,99,1,1,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,11,99,1,4,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,1,6,2,2,1.1062,.9731
13,606,31,4,4,5,99,99,4,2,99,95,17,99,99,8,99,99,99,99,99,99,99,2,9,9,9,9,9,9,8,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,8,8,1,2,2,.8018,.7053
13,602,27,5,3,5,99,99,3,2,99,7,95,99,99,1,2,5,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,1,2,7,99,99,1,2,7,99,99,9,9,99,99,99,9,9,99,99,99,2,7,99,99,9,9,99,99,99,9,9,99,99,99,2,2,7,99,99,2,2,2,2,1,3,3,1,1,.6791,.5974
18,998,98,3,4,95,99,99,4,2,99,7,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,1,2,2,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,99,99,2,2,2,2,8,3,1,2,2,.7756,.1208
12,632,39,2,2,99,99,99,2,2,99,5,4,3,99,1,2,3,4,5,6,8,99,1,1,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,11,99,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,1,1,5,1,1,.9212,1.04
18,880,26,5,1,99,99,99,1,2,99,2,9,99,99,2,5,8,99,99,99,99,99,1,2,1,1,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,2,2,97,99,99,9,9,99,99,99,9,9,99,99,99,2,97,99,99,9,9,99,99,99,9,9,99,99,99,1,2,97,99,99,2,1,9,2,1,1,5,2,2,.8051,.1254
17,906,25,5,1,99,99,99,1,2,99,6,3,99,99,1,2,3,5,8,99,99,99,1,2,1,1,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,1,2,7,99,99,1,1,99,99,99,1,2,15,99,99,9,9,99,99,99,2,13,99,99,9,9,99,99,99,9,9,99,99,99,1,1,99,99,99,2,1,9,2,2,4,3,2,2,1.169,1.5313
13,606,30,4,1,99,99,99,1,2,99,6,5,99,99,1,2,3,5,8,99,99,99,1,2,1,1,2,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,1,1,99,99,99,2,1,99,99,99,1,2,9,99,99,9,9,99,99,99,2,7,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,1,1,9,2,1,1,3,2,1,.8528,.7502
4,263,34,3,4,6,99,99,5,2,99,7,16,3,99,2,8,99,99,99,99,99,99,1,1,1,1,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,1,99,99,9,9,99,99,99,1,1,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,1,99,99,99,2,1,9,2,1,1,5,2,2,.9744,.6638
13,614,98,5,2,99,99,99,1,2,99,98,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,2,99,99,9,9,99,99,99,2,2,7,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,7,99,2,2,1,2,2,1,1,2,2,.6385,.5617
17,929,37,3,2,99,99,99,2,2,99,3,19,12,99,1,2,3,5,6,8,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,1,9,11,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,7,1,2,.8963,1.1741
12,636,98,3,4,5,7,99,4,2,99,10,3,5,6,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,9,9,99,99,99,2,2,7,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,7,99,99,2,2,2,2,8,5,1,2,2,1.0543,1.1903
17,944,40,2,2,99,99,99,2,2,99,3,17,3,96,1,2,5,6,7,8,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,11,1,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,1,2,5,1,1,.9809,1.2849
13,608,98,3,4,6,7,99,4,2,99,7,3,6,7,2,3,5,6,8,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,9,9,99,99,99,1,2,7,99,99,1,2,7,99,99,9,9,99,99,99,2,7,99,99,1,2,9,99,99,9,9,99,99,99,1,2,7,99,99,2,2,1,2,8,1,1,2,2,.8847,.7783
12,640,98,4,4,5,2,96,4,2,99,95,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,8,8,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,8,8,99,99,99,8,2,1,2,8,98,3,2,2,.9593,1.083
12,637,40,2,2,99,99,99,3,1,2,99,3,99,99,1,2,3,5,8,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,1,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,2,8,3,1,.9212,1.04
13,606,45,1,1,99,99,99,2,1,10,99,4,8,99,2,3,4,8,99,99,99,99,1,1,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,10,11,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,3,1,2,1.1462,1.0083
10,516,36,3,2,99,99,99,2,2,99,10,17,99,99,1,2,5,8,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,1,2,97,99,99,1,2,97,99,99,9,9,99,99,99,9,9,99,99,99,2,97,99,99,9,9,99,99,99,9,9,99,99,99,2,2,97,99,99,2,2,2,2,1,1,1,2,2,.832,1.542
10,504,44,1,1,99,99,99,1,2,99,5,2,12,3,1,2,3,4,5,6,7,8,1,2,1,1,2,2,9,1,1,99,99,99,1,2,3,9,9,9,11,1,13,8,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,2,6,1,2,.8218,1.5231
18,884,35,3,1,99,99,99,1,2,99,7,9,99,99,1,2,3,4,5,6,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,1,1,99,99,99,1,1,99,99,99,2,2,9,99,99,1,1,99,99,99,1,99,99,99,2,1,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,2,1,1,4,3,1,.7629,.1188
10,520,29,4,5,6,7,99,5,2,99,7,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,8,99,99,99,9,9,99,99,99,2,2,2,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,11,99,99,2,2,1,2,2,8,1,2,2,1.0333,1.9151
17,998,98,5,4,96,99,99,8,2,99,7,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,2,7,99,9,9,99,99,99,2,2,2,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,99,99,2,2,1,2,8,4,1,1,2,1.169,1.5313
17,929,37,3,1,99,99,99,1,1,6,99,3,9,99,2,5,8,99,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,9,9,99,99,99,1,1,99,99,99,9,9,99,99,99,9,9,99,99,99,1,99,99,99,9,9,99,99,99,9,9,99,99,99,1,1,99,99,99,1,2,2,2,1,1,3,1,2,.8963,1.1741
10,507,45,1,2,99,99,99,3,1,8,99,17,99,99,2,3,5,8,99,99,99,99,1,2,2,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,99,99,9,9,99,99,99,1,2,3,99,99,1,2,9,4,99,9,9,99,99,99,2,15,99,99,9,9,99,99,99,9,9,99,99,99,1,2,3,99,99,2,2,1,2,1,1,3,1,2,.8218,1.5231
18,880,36,3,4,5,99,99,2,2,99,8,3,5,99,1,2,3,5,7,8,99,99,1,2,2,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,2,1,4,1,2,.7756,.1208
17,900,98,5,3,95,99,99,2,2,99,5,3,6,99,2,5,7,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,1,2,97,99,99,9,9,99,99,99,9,9,99,99,99,2,97,99,99,9,9,99,99,99,1,2,97,99,99,1,2,97,99,99,2,1,9,2,1,8,7,1,2,1.169,1.5313
4,261,98,4,1,99,99,99,1,2,99,6,6,96,99,1,2,3,8,99,99,99,99,1,1,1,1,9,2,9,1,1,99,99,99,1,9,9,9,9,9,7,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,2,2,3,2,2,.9525,.6488
12,646,45,1,2,99,99,99,4,1,8,99,95,99,99,2,8,99,99,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,6,19,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,2,6,1,1,.9979,1.1266
18,885,36,3,1,99,99,99,2,2,99,7,3,5,2,1,2,3,5,6,8,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,1,2,9,99,99,1,2,9,99,99,1,2,9,99,99,9,9,99,99,99,2,9,99,99,2,2,9,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,2,8,98,98,98,1,.7629,.1188
4,269,24,5,4,7,99,99,8,2,99,10,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,2,2,97,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,97,99,99,2,2,2,2,2,3,1,2,2,.8494,.5786
4,264,40,2,1,99,99,99,1,1,2,99,19,99,99,1,2,8,99,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,3,9,9,9,9,1,9,11,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,1,1,1,2,5,1,1,.9525,.6488
12,631,43,1,3,7,96,99,3,2,99,6,5,99,99,1,2,5,6,7,8,99,99,1,2,1,1,9,2,9,1,1,99,99,99,1,9,9,9,9,9,11,6,1,13,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,4,1,1,.9979,1.1266
18,880,41,2,2,99,99,99,2,1,6,99,6,99,99,1,2,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,2,99,99,2,2,7,2,99,2,2,7,9,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,7,99,2,1,9,2,1,1,1,2,2,1.0777,.1678
10,524,98,3,4,95,99,99,2,2,99,9,3,99,99,1,2,6,8,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,6,99,15,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,2,4,1,1,1.1082,2.0539
17,906,36,3,3,6,99,99,3,2,99,7,5,99,99,1,2,3,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,2,2,7,99,99,1,2,7,99,99,1,2,7,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,7,99,99,2,1,9,2,8,1,4,1,1,.9741,1.276
17,925,43,1,4,7,99,99,4,2,99,10,3,5,99,1,2,3,5,6,7,8,99,1,1,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,1,99,99,99,1,1,99,99,99,1,1,99,99,99,1,1,99,99,99,9,9,99,99,99,1,99,99,99,1,1,99,99,99,2,1,99,99,99,1,1,99,99,99,1,2,2,2,2,1,5,4,1,1.0841,1.4201
17,900,98,2,3,7,99,99,3,1,10,99,95,99,99,3,8,99,99,99,99,99,99,1,1,1,3,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,99,99,9,9,99,99,99,9,9,99,99,99,2,2,9,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,3,9,99,2,2,1,2,1,1,3,1,1,.9809,1.2849
10,505,42,2,1,99,99,99,1,2,99,95,95,99,99,2,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,1,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,8,2,1,1,1,2,2,.8147,1.51
17,904,41,2,2,99,99,99,2,2,99,7,2,99,99,1,2,7,8,99,99,99,99,1,2,1,3,9,2,9,1,2,3,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,2,1,3,1,2,.9025,1.1822
